AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.17,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,conventional,2017,California
1.08,7872203.23,2851510.24,2470795.47,150595.46,2399302.06,2314634.27,3601.53,81066.26,conventional,2017,California
1.25,5889669.2,2197824.46,1689225.61,157508.63,1845110.5,1770413.98,2532.7,72163.82,conventional,2017,California
1.26,5637299.78,2027854.71,1521895.03,162006.91,1925543.13,1849562.53,6322.77,69657.83,conventional,2017,California
1.34,5442086.44,2047142.24,1572972.43,163002.25,1658969.52,1585488.4,1756.03,71725.09,conventional,2017,California
1.13,6249182.98,1926187.79,2128867.47,161909.09,2032218.63,1957058.55,13132.9,62027.18,conventional,2017,California
1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,conventional,2017,California
1.33,5073070.91,1693588.76,1542979.33,138133.01,1698369.81,1629800.46,1991.84,66577.51,conventional,2017,California
1.31,5328958.01,1857645.04,1555271.43,143586.99,1772454.55,1709046.29,5147.16,58261.1,conventional,2017,California
1.31,5208101.86,1871004.41,1577127.23,156629.51,1603340.71,1528139.92,7223.59,67977.2,conventional,2017,California
1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California
0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,conventional,2017,California
0.95,6194368.66,1999799.14,2098407.09,177817.01,1918345.42,1728825.22,145454.71,44065.49,conventional,2017,California
0.79,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.14,101368.24,54438.63,conventional,2017,California
0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,conventional,2017,California
0.76,8055482.07,3009291.31,2295856.21,148335.97,2601998.58,2504421.68,48343.02,49233.88,conventional,2017,California
0.76,8153340.48,3089603.62,2659661.41,106559.24,2297516.21,2207074.93,61563.24,28878.04,conventional,2017,California
0.93,6656554.36,2075029.62,2450277.12,95137.62,2036110.0,1910596.03,99912.91,25601.06,conventional,2017,California
1.0,6653048.21,1988635.39,2569566.25,109029.01,1985817.56,1807926.97,144375.5,33515.09,conventional,2017,California
0.89,7175276.66,2266313.37,2877688.31,90899.53,1940375.45,1762033.74,151333.95,27007.76,conventional,2017,California
0.92,4398887.92,1092011.22,1740608.6,364049.45,1202218.65,927628.08,231172.74,43417.83,conventional,2017,GreatLakes
1.3,2860693.26,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,16842.78,conventional,2017,GreatLakes
1.22,3023285.74,605188.35,1037403.48,314592.44,1066101.47,773430.02,248878.18,43793.27,conventional,2017,GreatLakes
1.18,3258080.63,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,GreatLakes
1.15,3837027.0,603156.0,1732528.0,317891.0,1183450.0,577048.0,579235.0,27167.0,conventional,2017,GreatLakes
1.38,2254700.0,483896.0,837408.0,128863.0,804532.0,475224.0,328481.0,827.0,conventional,2017,GreatLakes
1.23,2983690.0,581511.0,991256.0,155562.0,1255362.0,810002.0,438664.0,6697.0,conventional,2017,GreatLakes
1.19,3284210.0,699961.0,1049661.0,151409.0,1383179.0,791377.0,585936.0,5866.0,conventional,2017,GreatLakes
1.26,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,GreatLakes
1.52,2739607.48,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,conventional,2017,GreatLakes
1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,GreatLakes
1.86,2221613.58,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,conventional,2017,GreatLakes
1.98,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,GreatLakes
1.89,2289168.77,444534.18,780137.97,169347.13,895149.49,599057.03,269972.31,26120.15,conventional,2017,GreatLakes
1.83,2415482.04,458465.32,895147.87,165462.95,896405.9,603851.22,258959.51,33595.17,conventional,2017,GreatLakes
1.86,2358162.43,421369.74,851995.69,199189.12,885607.88,597800.84,252502.35,35304.69,conventional,2017,GreatLakes
1.81,2589499.71,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,GreatLakes
1.73,2638911.89,445855.59,975125.15,235105.19,982825.96,641935.76,287510.2,53380.0,conventional,2017,GreatLakes
1.49,2973144.04,629034.1,996526.74,225401.1,1122182.1,706994.82,364885.27,50302.01,conventional,2017,GreatLakes
1.44,3378088.25,666458.42,1089386.32,263855.97,1358387.54,890685.77,410469.94,57231.83,conventional,2017,GreatLakes
1.57,2971011.18,504445.27,1051826.5,264838.37,1149901.04,733843.21,352853.24,63204.59,conventional,2017,GreatLakes
1.42,3357719.29,574437.85,1199617.75,327392.03,1256271.66,832554.71,340048.81,83668.14,conventional,2017,GreatLakes
1.44,3127451.33,628374.02,1159890.3,265494.92,1073692.09,685116.12,335733.79,52842.18,conventional,2017,GreatLakes
1.47,3014558.52,557159.67,1180490.16,267511.89,1009396.8,647895.99,296531.31,64969.5,conventional,2017,GreatLakes
1.38,3372297.92,613737.91,1337473.31,342667.93,1078418.77,686341.95,302794.91,89281.91,conventional,2017,GreatLakes
1.2,4104371.46,695313.32,1385858.46,373472.43,1649727.25,1093507.57,476444.72,79774.96,conventional,2017,GreatLakes
1.18,4250394.01,740503.01,1423924.97,356791.68,1729174.35,1157601.31,485376.01,86197.03,conventional,2017,GreatLakes
1.15,3938985.06,718886.46,1270259.61,253074.81,1696764.18,1090179.55,563107.77,43476.86,conventional,2017,GreatLakes
1.12,4668135.31,707122.82,1685604.76,403401.16,1872006.57,1345931.0,448086.41,77989.16,conventional,2017,GreatLakes
1.27,3714237.95,596035.19,1338515.62,248948.07,1530739.07,867501.26,619111.8,44126.01,conventional,2017,GreatLakes
1.33,3649478.04,559144.79,1336833.13,287895.63,1465604.49,858903.25,564981.58,41719.66,conventional,2017,GreatLakes
1.37,3562841.46,580440.94,1365403.08,269625.44,1347372.0,776304.5,523114.36,47953.14,conventional,2017,GreatLakes
1.34,3415474.26,605625.06,1302177.14,268428.07,1239243.99,750032.2,434987.85,54223.94,conventional,2017,GreatLakes
1.19,3901825.7,649626.44,1290414.96,302082.61,1659701.69,944331.4,681254.13,34116.16,conventional,2017,GreatLakes
1.1,5308891.12,923002.11,1932630.68,469332.59,1983925.74,1072504.99,832296.7,79124.05,conventional,2017,GreatLakes
1.38,3584134.9,633332.25,1431880.81,277355.63,1241566.21,797304.37,407221.12,37040.72,conventional,2017,GreatLakes
1.38,3193269.98,536784.83,1228762.83,224335.83,1203386.49,762724.52,400843.02,39818.95,conventional,2017,GreatLakes
1.36,3543152.49,561509.96,1337527.18,255439.7,1388675.65,937394.9,394791.96,56488.79,conventional,2017,GreatLakes
1.41,3149013.04,583906.3,1255688.28,235145.52,1074272.94,758452.66,276698.0,39122.28,conventional,2017,GreatLakes
1.41,3081036.18,504640.46,1212295.86,224247.43,1139852.43,723374.52,380655.17,35822.74,conventional,2017,GreatLakes
1.42,3002195.77,474956.6,1228379.13,223458.77,1075401.27,694807.1,327861.78,52732.39,conventional,2017,GreatLakes
1.39,2975356.86,463863.64,1224340.81,212871.38,1074281.03,650674.32,377140.01,46466.7,conventional,2017,GreatLakes
1.38,2883466.63,460240.32,1259335.82,211090.34,952800.15,549146.17,358275.0,45378.98,conventional,2017,GreatLakes
1.24,3197341.66,563498.27,1313704.16,195550.24,1124588.99,720629.17,364409.43,39550.39,conventional,2017,GreatLakes
1.08,3848715.52,565282.75,1692494.9,368973.25,1221964.62,756489.66,369884.9,95590.06,conventional,2017,GreatLakes
1.1,3184221.55,458082.87,1329999.72,224790.76,1171348.2,721288.96,401353.64,48705.6,conventional,2017,GreatLakes
0.88,4129136.03,765348.23,1694610.53,249248.52,1419928.75,978488.81,422557.68,18882.26,conventional,2017,GreatLakes
0.73,6575186.76,1338529.97,3117639.02,322305.24,1796712.53,1334037.61,449566.65,13108.27,conventional,2017,GreatLakes
1.01,3799154.1,593815.23,1631554.73,181118.9,1392665.24,891429.94,485161.76,16073.54,conventional,2017,GreatLakes
0.95,4696372.14,680490.86,2241043.46,234650.47,1540187.35,1068557.0,455206.07,16424.28,conventional,2017,GreatLakes
1.05,3893220.87,667328.63,1705655.8,182713.77,1337522.67,878109.85,449340.86,10071.96,conventional,2017,GreatLakes
0.99,4067134.96,725716.77,1755106.4,195159.52,1391152.27,1010322.96,367740.51,13088.8,conventional,2017,GreatLakes
0.88,4225245.4,636277.7,2157249.6,189356.95,1242361.15,885769.21,349032.8,7559.14,conventional,2017,GreatLakes
0.96,3777193.46,937259.75,1398684.02,29457.57,1411792.12,1246593.68,163761.83,1436.61,conventional,2017,Midsouth
1.26,2494315.29,589482.87,939519.27,19763.67,945549.48,824335.49,118291.12,2922.87,conventional,2017,Midsouth
1.23,2483817.57,586473.42,918892.91,16966.89,961484.35,853140.03,106279.96,2064.36,conventional,2017,Midsouth
1.07,3370521.81,728666.15,1219626.41,17891.07,1404338.18,1229379.23,172927.24,2031.71,conventional,2017,Midsouth
1.18,3003104.0,755828.0,1275665.0,18490.0,953110.0,762953.0,188039.0,2118.0,conventional,2017,Midsouth
1.33,2200251.0,488106.0,903101.0,15350.0,793694.0,663097.0,128990.0,1607.0,conventional,2017,Midsouth
1.3,2462798.0,567752.0,938850.0,16827.0,939370.0,751485.0,186157.0,1727.0,conventional,2017,Midsouth
1.33,2631186.0,670773.0,1022489.0,18762.0,919162.0,735347.0,181873.0,1942.0,conventional,2017,Midsouth
1.28,2880937.37,797195.7,1081492.86,20209.95,982038.86,821114.39,159168.35,1756.12,conventional,2017,Midsouth
1.41,2661899.8,639486.72,1075382.15,19076.52,927954.41,774152.75,153145.22,656.44,conventional,2017,Midsouth
1.56,2380544.44,537789.18,1026119.76,20115.07,796520.43,698822.91,97558.95,138.57,conventional,2017,Midsouth
1.63,2395914.69,529662.41,1066264.19,21955.24,778032.85,654675.29,123337.18,20.38,conventional,2017,Midsouth
1.72,2133166.39,515353.83,852450.97,19640.32,745721.27,630328.89,115357.54,34.84,conventional,2017,Midsouth
1.64,2443800.39,484618.58,1130202.23,20147.99,808831.59,688480.03,120198.57,152.99,conventional,2017,Midsouth
1.6,2466210.08,494295.13,1150979.86,19549.26,801385.83,704199.37,96708.78,477.68,conventional,2017,Midsouth
1.55,2466838.85,512068.16,1116827.87,20473.18,817469.64,716654.48,98413.44,2401.72,conventional,2017,Midsouth
1.56,2428140.05,466611.07,1074163.59,21742.49,865622.9,732278.1,110137.25,23207.55,conventional,2017,Midsouth
1.54,2561783.52,512114.91,1135717.01,24649.0,889302.6,747801.46,116289.45,25211.69,conventional,2017,Midsouth
1.5,2617107.98,577443.09,1071863.58,23088.84,944712.47,804265.11,124191.97,16255.39,conventional,2017,Midsouth
1.41,2865414.36,613834.15,1140930.95,23579.86,1087069.4,904139.21,145663.0,37267.19,conventional,2017,Midsouth
1.37,2902604.84,595916.46,1267014.94,25765.18,1013908.26,836575.7,148877.99,28454.57,conventional,2017,Midsouth
1.34,2907563.95,601191.03,1272881.65,26753.29,1006737.98,856452.33,122563.55,27722.1,conventional,2017,Midsouth
1.34,2817091.62,613040.11,1200263.6,26106.33,977681.58,833164.8,126121.45,18395.33,conventional,2017,Midsouth
1.34,2886538.37,613826.71,1240751.66,26154.28,1005805.72,861274.69,114928.95,29602.08,conventional,2017,Midsouth
1.34,2827404.11,566734.82,1217131.68,26712.77,1016824.84,860213.61,122607.37,34003.86,conventional,2017,Midsouth
1.29,3173372.45,643600.31,1287442.95,27337.2,1214991.99,969121.67,191301.87,54568.45,conventional,2017,Midsouth
1.26,3218961.84,663114.75,1257956.68,30426.63,1267463.78,1026992.74,187005.45,53465.59,conventional,2017,Midsouth
1.27,3147519.14,673327.18,1319522.05,27318.06,1127351.85,903265.11,187611.42,36475.32,conventional,2017,Midsouth
1.34,3032871.22,600416.38,1348477.92,28997.27,1054979.65,909822.8,107064.11,38092.74,conventional,2017,Midsouth
1.34,3150788.24,640517.27,1365909.57,31604.96,1112756.44,900866.53,167944.28,43945.63,conventional,2017,Midsouth
1.43,3212276.31,699461.68,1357927.08,31609.48,1123278.07,916401.72,187872.39,19003.96,conventional,2017,Midsouth
1.38,3380161.63,750399.45,1352784.05,35153.44,1241824.69,1002083.8,230580.56,9160.33,conventional,2017,Midsouth
1.34,3232304.82,740206.13,1308057.07,32390.63,1151650.99,953595.56,193338.02,4717.41,conventional,2017,Midsouth
1.31,3047596.25,721743.92,1036404.83,30170.73,1259276.77,1104012.3,148638.5,6625.97,conventional,2017,Midsouth
1.19,4372728.72,926758.39,1699122.93,47936.74,1698910.66,1456000.83,237524.29,5385.54,conventional,2017,Midsouth
1.38,3291328.16,771445.46,1301500.7,32879.9,1185502.1,1038439.12,142458.63,4604.35,conventional,2017,Midsouth
1.4,3060395.83,617149.84,1225887.12,31534.53,1185824.34,1044588.96,136072.44,5162.94,conventional,2017,Midsouth
1.43,2965083.46,618949.71,1222427.88,31587.43,1092118.44,962599.6,125318.67,4200.17,conventional,2017,Midsouth
1.39,2990138.08,650949.77,1221294.08,29641.61,1088252.62,990216.19,93875.58,4160.85,conventional,2017,Midsouth
1.3,3350938.53,670531.47,1325656.97,32123.7,1322626.39,1192231.15,126225.16,4170.08,conventional,2017,Midsouth
1.33,3162600.85,673395.8,1328645.97,33096.36,1127462.72,988523.65,135004.05,3935.02,conventional,2017,Midsouth
1.35,2933076.38,607103.98,1325162.91,30753.5,970055.99,867587.43,98619.63,3848.93,conventional,2017,Midsouth
1.33,3059010.05,718846.39,1306320.17,38103.37,995740.12,868710.37,123511.69,3518.06,conventional,2017,Midsouth
1.14,3397985.84,737562.33,1432039.9,51390.66,1176992.95,1044380.88,131525.12,1086.95,conventional,2017,Midsouth
1.2,3310530.37,689256.5,1618434.51,52647.95,950191.41,823879.69,123351.91,2959.81,conventional,2017,Midsouth
1.19,2929351.67,665322.17,1215056.58,41351.82,1007621.1,857235.29,147587.67,2798.14,conventional,2017,Midsouth
1.07,3403723.66,936823.61,1373680.54,38397.21,1054822.3,860148.6,190222.35,4451.35,conventional,2017,Midsouth
0.95,4703681.01,1220323.46,2257429.97,108936.31,1116991.27,950345.69,161722.79,4922.79,conventional,2017,Midsouth
1.22,3151000.47,740797.0,1363481.75,43527.67,1003194.05,845213.44,153112.84,4867.77,conventional,2017,Midsouth
1.17,3394184.15,737948.84,1519035.24,94412.42,1042787.65,859648.57,181562.03,1577.05,conventional,2017,Midsouth
1.23,3034320.24,693675.19,1293221.45,43787.1,1003636.5,876946.57,125271.44,1418.49,conventional,2017,Midsouth
1.11,3454819.97,777266.14,1624949.84,45093.12,1007510.87,873053.26,130291.21,4166.4,conventional,2017,Midsouth
1.12,2878967.54,653896.0,1285364.27,64703.08,875004.19,719379.64,151226.51,4398.04,conventional,2017,Midsouth
1.31,3652549.7,235982.42,2537022.88,7412.85,872131.55,658153.52,213974.56,3.47,conventional,2017,Northeast
1.37,3489057.04,186562.39,2247768.56,6300.51,1048425.58,887121.16,161276.62,27.8,conventional,2017,Northeast
1.35,3504253.8,224383.39,2159906.12,10505.68,1109458.61,948844.2,160592.02,22.39,conventional,2017,Northeast
1.17,5543004.84,235645.01,4168090.07,8054.61,1131215.15,960202.45,170986.87,25.83,conventional,2017,Northeast
1.32,4030251.0,219287.0,2671616.0,6523.0,1132825.0,995470.0,137354.0,2.0,conventional,2017,Northeast
1.37,3269460.0,208161.0,1937090.0,6919.0,1117290.0,820402.0,296888.0,0.0,conventional,2017,Northeast
1.37,3680754.0,192312.0,2061116.0,7247.0,1420079.0,967838.0,452228.0,14.0,conventional,2017,Northeast
1.35,3925104.0,234190.0,2638119.0,13068.0,1039727.0,869351.0,170377.0,0.0,conventional,2017,Northeast
1.45,3492828.1,228843.35,1955086.76,5588.32,1303309.67,1078991.73,224223.95,93.99,conventional,2017,Northeast
1.52,3430235.17,251453.16,2238785.24,6303.94,933692.83,768631.44,165040.73,20.66,conventional,2017,Northeast
1.51,3380058.07,289343.32,2157327.99,6149.33,927237.43,838555.26,88678.73,3.44,conventional,2017,Northeast
1.62,3251117.56,302669.36,2116241.41,6202.08,826004.71,703791.09,122213.62,0.0,conventional,2017,Northeast
1.63,3065336.1,291046.85,1864722.88,6148.69,903417.68,736995.23,166422.45,0.0,conventional,2017,Northeast
1.61,3438536.39,303877.34,2154492.82,6754.69,973411.54,795311.93,178099.61,0.0,conventional,2017,Northeast
1.59,3424954.07,264819.64,2218374.38,6873.95,934886.1,781772.69,153032.17,81.24,conventional,2017,Northeast
1.54,3350043.59,255828.11,2093753.14,5689.66,994772.68,824931.93,168244.08,1596.67,conventional,2017,Northeast
1.61,3536857.97,264529.93,2267361.07,6494.94,998472.03,844249.91,130829.9,23392.22,conventional,2017,Northeast
1.75,3330799.31,269503.29,2097278.42,6901.98,957115.62,822614.03,106630.48,27871.11,conventional,2017,Northeast
1.7,3374546.02,246450.56,2076611.47,7302.53,1044181.46,892785.83,130586.74,20808.89,conventional,2017,Northeast
1.68,3417507.87,233399.64,2072428.62,7950.27,1103729.34,912290.33,160575.78,30863.23,conventional,2017,Northeast
1.49,4323440.02,235128.9,2842288.75,13705.7,1232316.67,1008008.74,194459.03,29848.9,conventional,2017,Northeast
1.52,4132666.26,227866.95,2801740.0,14589.95,1088469.36,891867.29,165243.16,31358.91,conventional,2017,Northeast
1.49,4018833.97,232617.59,2705082.88,15289.08,1065844.42,931973.3,119001.73,14869.39,conventional,2017,Northeast
1.46,4222039.27,235858.72,2896879.68,22482.01,1066818.86,887134.17,149980.19,29704.5,conventional,2017,Northeast
1.5,4180237.98,266663.37,2858828.89,30721.99,1024023.73,850086.41,138210.65,35726.67,conventional,2017,Northeast
1.58,4406341.73,289590.47,2850917.36,25597.43,1240236.47,1034138.98,140035.79,66061.7,conventional,2017,Northeast
1.63,4035234.26,242271.89,2580466.19,39314.57,1173181.61,762656.42,355666.02,54859.17,conventional,2017,Northeast
1.54,4121661.3,232666.83,2909813.43,25224.18,953956.86,686928.3,215092.27,51936.29,conventional,2017,Northeast
1.68,3945270.4,237156.76,2668419.58,20366.86,1019327.2,765706.0,209441.36,44179.84,conventional,2017,Northeast
1.68,4060850.93,246826.64,2632016.93,13643.55,1168363.81,778716.02,350202.79,39445.0,conventional,2017,Northeast
1.74,4096560.83,241585.33,2718513.23,12943.73,1123518.54,923263.95,179473.2,20781.39,conventional,2017,Northeast
1.71,4529672.68,265254.03,2874935.5,14156.23,1375326.92,1067433.44,283132.09,24761.39,conventional,2017,Northeast
1.66,4110305.09,302107.66,2678109.07,15192.54,1114895.82,951882.76,160311.39,2701.67,conventional,2017,Northeast
1.67,4163120.72,235696.82,2525304.86,15247.5,1386871.54,1204975.59,162343.17,19552.78,conventional,2017,Northeast
1.53,5262336.16,305718.69,3009076.65,22448.52,1925092.3,1272105.9,640105.84,12880.56,conventional,2017,Northeast
1.6,4289149.75,286828.17,2806975.81,14226.06,1181119.71,986234.23,184172.2,10713.28,conventional,2017,Northeast
1.59,3846196.3,244168.62,2440599.66,12331.97,1149096.05,892014.05,250892.4,6189.6,conventional,2017,Northeast
1.65,4043204.76,222626.36,2576783.08,14146.92,1229648.4,1019859.84,200044.12,9744.44,conventional,2017,Northeast
1.6,4313430.98,221283.06,2750988.26,12498.1,1328661.56,1082688.19,242674.12,3299.25,conventional,2017,Northeast
1.62,3988654.48,235162.47,2529680.45,14491.29,1209320.27,967632.76,241470.84,216.67,conventional,2017,Northeast
